0,0,8,9,10,11,12,13,14,15,16
1.3838965267367376e-87,0.01,3.64013249834255e-85,7.866359204608827e-85,6.054041000865892e-85,3.986666617122841e-85,7.011021798620365e-85,2.0221476454877947e-84,1.206815204920706e-84,2.400950037518001e-84,4.814719121431339e-84
3.7200759760208356e-44,0.02,4.892551283638285e-42,1.0572847510796055e-41,8.13698569584263e-42,5.3583134360970103e-42,9.423223939258995e-42,2.717884874559441e-41,1.622030319675805e-41,3.22701747624795e-41,6.471264501674591e-41
1.1143831578403364e-29,0.03,9.770726520101572e-28,2.1114628253807873e-27,1.625006204798096e-27,1.0700882250978861e-27,1.8818759111650422e-27,5.427783641480941e-27,3.239294540225932e-27,6.4445528330890785e-27,1.2923514138021584e-26
1.928749847963918e-22,0.04,1.2683218844587704e-20,2.740855047106535e-20,2.1093937361633767e-20,1.3890638648016478e-20,2.4428320627477864e-20,7.045716367594033e-20,4.204874782977775e-20,8.365567674973531e-20,1.6775800419389515e-19
4.248354255291589e-18,0.05,2.234931888386855e-16,4.829707995489377e-16,3.71699911819072e-16,2.4476934163885843e-16,4.304556549808723e-16,1.241537844566061e-15,7.409482446299437e-16,1.474111121975861e-15,2.9560927529457697e-15
3.338237795365022e-15,0.060000000000000005,1.4634557390836736e-13,3.162541069293089e-13,2.4339281747018917e-13,1.6027741142108725e-13,2.818666653673874e-13,8.129713900279084e-13,4.851803165018477e-13,9.652626966897918e-13,1.9356790813359886e-12
3.9046870432015144e-13,0.06999999999999999,1.4672420462389866e-11,3.170723313251046e-11,2.4402253242640398e-11,1.6069208710539303e-11,2.8259592129455797e-11,8.15074739862331e-11,4.864355930722847e-11,9.677600602575748e-11,1.940687142284493e-10
1.388794386496402e-11,0.08,4.566269479644032e-10,9.86774958545463e-10,7.594334179898975e-10,5.000970186798351e-10,8.794793836410819e-10,2.5366304879869915e-9,1.5138579267416376e-9,3.011809290133058e-9,6.039699099353219e-9
2.233631436203166e-10,0.09,6.528036507703563e-9,1.4107145848268395e-8,1.0857022569418079e-8,7.149493941139904e-9,1.257322536422392e-8,3.626421189184541e-8,2.164243664511166e-8,4.305746959597085e-8,8.634482972048052e-8
2.061153622438558e-9,0.09999999999999999,5.421555611729098e-8,1.1716030621990682e-7,9.016792688206796e-8,5.937678077010412e-8,1.0442104673520391e-7,3.011754568838943e-7,1.7974113880845318e-7,3.575936779554298e-7,7.170966034107071e-7
1.2698040054380027e-8,0.11,3.0363894341462677e-7,6.561664922962671e-7,5.049933373890824e-7,3.325448444653668e-7,5.848191655367961e-7,1.6867591899740692e-6,1.0066557896328635e-6,2.002734164460292e-6,4.0161612086513095e-6
