0,0,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,32,64,100,128
1.3838965267367376e-87,0.01,3.552713678800501e-15,1.7763568394002505e-15,2.6645352591003757e-15,3.552713678800501e-15,3.552713678800501e-15,2.6645352591003757e-15,2.6645352591003757e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,2.6645352591003757e-15,1.7763568394002505e-15,3.552713678800501e-15,3.552713678800501e-15,2.6645352591003757e-15,3.552713678800501e-15,2.6645352591003757e-15,8.881784197001252e-16,8.881784197001252e-16
3.7200759760208356e-44,0.02,-6.616929226765933e-14,-6.52811138479592e-14,0.05555555555548919,0.027777777777711954,0.06249999999993383,-6.483702463810914e-14,-6.483702463810914e-14,-7.638334409421077e-14,-7.682743330406083e-14,0.0039062499999240607,0.0019531249999236167,0.004394531249923173,-7.638334409421077e-14,-7.638334409421077e-14,-7.549516567451064e-14,-7.593925488436071e-14,3.311262375405022e-11,-7.593925488436071e-14,-7.593925488436071e-14
1.1143831578403364e-29,0.03,-1.1435297153639112e-12,-1.1377565556358604e-12,-1.1284306822290091e-12,0.14062499999886402,0.1406249999988365,0.1406249999988365,0.1406249999988871,0.1668705395749681,0.16687053957499254,0.16687053957499165,0.16687053968743948,0.17179353771031813,0.17179353769628714,0.17179353769628491,0.17369187876564496,0.17303300103123576,0.1730350194347463,0.17303501943190813,0.1730350194319077
1.928749847963918e-22,0.04,2.0221904861728035e-7,2.0221904550865588e-7,0.22222239421508627,0.11111132483214936,0.2500001778441341,2.2930220477945795e-7,2.394583988873933e-7,2.394583997755717e-7,2.39458413098248e-7,0.01562523635513058,0.007812735678050853,0.01757835893597326,2.3882364574845383e-7,2.385856103792605e-7,2.385856108233497e-7,2.386057187386825e-7,2.3873831977994087e-7,2.386055997227743e-7,2.386055997227743e-7
4.248354255291589e-18,0.05,0.00015889459954587792,0.00015889253862511055,0.00017308033844276594,0.00019577173793372538,0.00015038481746287857,0.00024045121646931733,0.00016377081206098154,0.0001530448005357954,0.0001530428522493743,0.00016525685064161522,0.00017806493477090513,0.0001524464405959769,0.00020926457090597594,0.00015969846852126324,0.00015263386750419272,0.00017534773244332058,0.00015305235278084695,0.00041290359022916334,0.00041308553744912047
3.3382377953649984e-15,0.06,0.004450164158496861,0.004448549715886596,0.004211045312995765,0.004211853750077488,0.004210236870370476,0.004839786295091741,0.0054349739309631495,0.004241557497550286,0.004772714247895937,0.004571358087797517,0.004570958628480781,0.004570958625911725,0.00598499005275821,0.005041782782566617,0.004865253353033339,0.005170441919119195,0.005543004836266352,0.00575743041152732,0.005757432924207606
3.9046870432015286e-13,0.07,0.029738291795302185,0.029666765755525848,0.028077789626164584,0.02807809856501642,0.028077480686635514,0.0282765315062532,0.028276921688506373,0.02827614132128442,0.051881226142115544,0.051885067217353864,0.05187738451682611,0.07336591758201827,0.07633923967244494,0.06661335490483777,0.07390500227930552,0.0693594717006567,0.06942303760269475,0.06942303766169511,0.06942303766169244
1.388794386496402e-11,0.08,0.09637278722760412,0.09563809301828119,0.09051494390913417,0.09051524490924479,0.09051464291000855,0.09115588826769239,0.09115670226290318,0.09115507420659741,0.09354554943776705,0.0935827283834425,0.09350823261803054,0.09998387104009288,0.09647023701909685,0.0962009153394896,0.09618345512033155,0.09865844665366863,0.09815283974828048,0.09815283871827685,0.09815283871740332
2.233631436203166e-10,0.09,0.20734882498181362,0.20408711403701352,0.1931543638666322,0.1931547912593694,0.19315393650022106,0.19452795837302927,0.19453532245467997,0.19452058723273336,0.19721439974443467,0.19892433124003306,0.1950228664360103,0.19507872649714875,0.19492965501937842,0.19492963376256567,0.19492963376249017,0.19504419485619584,0.19504470297502996,0.19504470299791743,0.19504470299794008
