0,0,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,32,64,128
1.,0.,-4.624469097088477e-17,-5.2919491865543916e-17,-5.166258719984203e-17,-5.1327697327529e-17,-5.0770429621633356e-17,-5.0340045438554604e-17,-5.0326834968041395e-17,-5.026334136314164e-17,-5.029901165795509e-17,-5.029784600720022e-17,-5.027993514649828e-17,-5.028287975553102e-17,-5.0280143850382463e-17,-5.0281271024301034e-17,-5.027977133207595e-17,-5.027990054829824e-17,-5.027990132075286e-17,-5.027990132075286e-17
0.9900498337491681,0.01,0.00003875947889259705,0.000019455226648272384,9.746659595408382e-6,4.878183899301718e-6,2.440385997436918e-6,1.2206101601541287e-6,6.105028357409505e-7,3.054090036585339e-7,1.5285201834241371e-7,7.6585727159944e-8,3.845559953840357e-8,1.9406010089960112e-8,9.88504650414682e-9,5.140231209300418e-9,2.7716898262640225e-9,5.377849810401237e-10,5.340680943509645e-10,5.340680943499942e-10
0.9801986733067553,0.02,0.00007751702005619962,0.00003890948077443683,0.000019492832105166105,9.756124161189247e-6,4.880650269535411e-6,2.44115961579057e-6,1.220975498027138e-6,6.108031224707356e-7,3.0569680625747896e-7,1.5316807158989993e-7,7.69097496339338e-8,3.881155770058169e-8,1.9770133386661164e-8,1.0280774488426854e-8,5.543836871721556e-9,1.0763143075453086e-9,1.0688810118183817e-9,1.0688810118164412e-9
0.9704455335485082,0.03,0.00011627068614921207,0.00005836179005081738,0.000029238030541033085,0.000014633577197033256,7.320671115421123e-6,3.661587674719608e-6,1.831387819685574e-6,9.161674748829718e-7,4.585271351391345e-7,2.2974365168019406e-7,1.1536100163681155e-7,5.8216181016523725e-8,2.9655301648588404e-8,1.542194254357822e-8,8.316899021607252e-9,1.6163331921745884e-9,1.6051844409107939e-9,1.6051844409078832e-9
0.9607894391523232,0.04,0.00015501854060570762,0.00007781118253959952,0.00003898176811065157,0.000019510299516878728,9.760326884264982e-6,4.881833670534847e-6,2.4417096472362843e-6,1.2214871870583028e-6,6.113357811563014e-7,3.0630908919453845e-7,1.5380790961640328e-7,7.761942068386612e-8,3.9540594669903184e-8,2.0564050487443047e-8,1.1091336627108773e-8,2.15858971609481e-9,2.1437269350543314e-9,2.143726935050451e-9
0.951229424500714,0.05,0.0001937586480231466,0.00009725668688778486,0.000048723558315599896,0.00002438604777893476,0.000012199496000488509,6.1018369756955705e-6,3.051910847940582e-6,1.5267473969393849e-6,7.641155278470528e-7,3.8286101116438177e-7,1.922490319294022e-7,9.702082124969444e-8,4.942605960831166e-8,2.5707417252127202e-8,1.3867613948376128e-8,2.703836473850788e-9,2.6852615557014784e-9,2.6852615556966286e-9
0.9417645335842487,0.06,0.0002324890745477791,0.00011669733252020864,0.000058462915047615835,0.00002926057883732363,0.000014638056987243986,7.321537012909853e-6,3.6619613151489467e-6,1.8319332566170812e-6,9.168591670197867e-7,4.5939605009199955e-7,2.3068293109709625e-7,1.164199309117691e-7,5.9311747108529806e-8,3.0852365313074155e-8,1.664619890889442e-8,3.2528305303214576e-9,3.2305458275658453e-9,3.2305458275600265e-9
0.9323938199059483,0.07,0.0002712078882623838,0.0001361321498350204,0.00006819935268753394,0.000034133649792577885,0.000017075888492710077,8.540873269342534e-6,4.2718309764943225e-6,2.1370299375475828e-6,1.0695595025078286e-6,5.359108470085451e-7,2.6910817653942505e-7,1.3581630412562274e-7,6.919771386981841e-8,3.5999223271764306e-8,1.9427565709212495e-8,3.806336237983177e-9,3.7803445542167835e-9,3.7803445542099965e-9
0.9231163463866358,0.08,0.00030991315957074853,0.00015556017039657425,0.0000779323862017261,0.000039005018039804226,0.000019512869314085505,9.759785308555783e-6,4.88148979982596e-6,2.4420226335195915e-6,1.222209351676303e-6,6.124020522865797e-7,3.0752334506440505e-7,1.552095019681397e-7,7.908402297071622e-8,4.114832619644851e-8,2.221219519935573e-8,4.365125814040316e-9,4.335430393605953e-9,4.335430393598198e-9
0.9139311852712282,0.09,0.00034860296158240793,0.00017498042712882136,0.00008766153123936898,0.000043874441317754734,0.000021948878422561958,0.000010978212783462508,5.490907800174206e-6,2.7468965646598964e-6,1.3748015479730767e-6,6.888663274998578e-7,3.4592702240692625e-7,1.745990935519217e-7,8.897074524563198e-8,4.630001701561229e-8,2.5000576304788064e-8,4.929980972540515e-9,4.896585488654626e-9,4.896585488645905e-9
0.9048374180359595,0.1,0.00038727537049572017,0.00019439195450778187,0.00009738630422906276,0.00004874167775741356,0.00002438379498788366,0.000012196095448894815,6.100055046348594e-6,3.0516369810825255e-6,1.5273289431281112e-6,7.653003469340702e-7,3.84317804420269e-7,1.9398465709364862e-7,9.885796031659639e-8,5.145464756767318e-8,2.7793207109568234e-8,5.501694215344676e-9,5.464602756782195e-9,5.464602756772508e-9
0.8958341352965282,0.11,0.00042592846598018034,0.00021379378875386747,0.00010710622247560365,0.00005360648593090277,0.000026817498403309174,0.000013413373174623449,6.708901668009739e-6,3.3562291670223737e-6,1.679784409844102e-6,8.4170079959326e-7,4.2269429876591674e-7,2.1336578148269714e-7,1.0874575812668731e-7,5.661258015358815e-8,3.059059644350926e-8,6.081070629009997e-9,6.0402876854437675e-9,6.040287685433115e-9
0.8869204367171575,0.12,0.00046456033155598046,0.00023318496802206872,0.00011682080425500394,0.000058468624898814216,0.000029249868309092594,0.000014629985956944291,7.317417861329169e-6,3.660658443571372e-6,1.8321608430956581e-6,9.180643898184302e-7,4.610551252178433e-7,2.3274206646603677e-7,1.1863423909117919e-7,6.177418770858426e-8,3.339326408968987e-8,6.668928304173804e-9,6.624458750273093e-9,6.624458750261477e-9
