0,0,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,32,64,100,128,200,256
1.3838965267367376e-87,0.01,-0.9687500000000023,-0.9843750000000023,-0.9921875000000023,-0.9960937500000022,-0.9980468750000022,-0.9990234375000022,-0.9995117187500022,-0.9997558593750022,-0.9998779296875024,-0.9999389648437523,-0.9999694824218774,-0.9999847412109399,-0.9999923706054711,-0.9999961853027368,-0.9999980926513696,-0.9999999995343412,-1.0000000000000024,-1.0000000000000024,-1.0000000000000024,-1.0000000000000024,-1.0000000000000024
1.0898504972500427e-79,0.011,-0.9687500000000001,-0.984375,-0.9921875,-0.99609375,-0.9980468750000001,-0.9990234375,-0.99951171875,-0.999755859375,-0.9998779296875,-0.9999389648437499,-0.999969482421875,-0.9999847412109375,-0.9999923706054686,-0.9999961853027342,-0.999998092651367,-0.9999999995343384,-0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-0.9999999999999996
5.166420632837861e-55,0.016,-0.9687499999999958,-0.9843749999999972,-0.9921874999999969,-0.9960937499999969,-0.9980468749999969,-0.999023437499997,-0.9995117187499971,-0.9997558593749971,-0.999877929687497,-0.9999389648437469,-0.999969482421872,-0.9999847412109344,-0.9999923706054656,-0.9999961853027313,-0.9999980926513641,-0.9999999995343357,-0.9999999999999972,-0.9999999999999972,-0.9999999999999972,-0.9999999999999972,-0.9999999999999972
4.351317477581104e-42,0.020999999999999998,-0.9687500000000069,-0.9843750000000069,-0.9921875000000069,-0.9960937500000069,-0.9980468750000069,-0.9990234375000069,-0.9995117187500069,-0.9997558593750069,-0.9998779296875069,-0.9999389648437569,-0.9999694824218819,-0.9999847412109444,-0.9999923706054755,-0.9999961853027413,-0.9999980926513741,-0.9999999995343454,-1.000000000000007,-1.000000000000007,-1.000000000000007,-1.000000000000007,-1.000000000000007
3.915003559824468e-34,0.026,-0.9687500000000036,-0.9843750000000047,-0.9921875000000043,-0.9960937500000047,-0.9980468750000046,-0.9990234375000046,-0.9995117187500047,-0.9997558593750047,-0.9998779296875046,-0.9999389648437547,-0.9999694824218797,-0.9999847412109422,-0.9999923706054734,-0.999996185302739,-0.999998092651372,-0.9999999995343434,-1.0000000000000049,-1.0000000000000049,-1.0000000000000049,-1.0000000000000049,-1.0000000000000049
9.57196644563425e-29,0.031,-0.96875,-0.984375,-0.9921875,-0.9960937500000001,-0.9980468750000002,-0.9990234375000003,-0.9995117187500002,-0.9997558593750002,-0.9998779296875002,-0.9999389648437502,-0.9999694824218752,-0.9999847412109377,-0.999992370605469,-0.9999961853027346,-0.9999980926513675,-0.9999999995343389,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004
7.4563928812488655e-25,0.036000000000000004,-0.9687500000000004,-0.9843750000000003,-0.9921875000000003,-0.9960937500000003,-0.9980468750000002,-0.9990234375000003,-0.9995117187500002,-0.9997558593750002,-0.9998779296875003,-0.9999389648437503,-0.9999694824218754,-0.9999847412109379,-0.9999923706054692,-0.9999961853027348,-0.9999980926513676,-0.9999999995343392,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007,-1.0000000000000007
6.529851755680785e-22,0.040999999999999995,-0.9687500000000002,-0.9843750000000002,-0.9921875,-0.99609375,-0.9980468750000001,-0.9990234375,-0.99951171875,-0.999755859375,-0.9998779296875001,-0.99993896484375,-0.999969482421875,-0.9999847412109375,-0.9999923706054686,-0.9999961853027344,-0.9999980926513672,-0.9999999995343389,-1.,-1.,-1.,-1.,-1.
1.3110861257489322e-19,0.046,-0.9687500000000002,-0.9843750000000002,-0.9921875000000002,-0.9960937500000002,-0.9980468750000003,-0.9990234375000002,-0.9995117187500002,-0.9997558593750002,-0.9998779296875002,-0.9999389648437502,-0.9999694824218753,-0.9999847412109378,-0.999992370605469,-0.9999961853027346,-0.9999980926513674,-0.999999999534339,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004
