16,4
17,3
18,4
19,6
20,16
21,10
22,6
23,18
24,22
25,17
26,28
27,58
28,43
29,38
30,91
31,101
32,78
33,138
34,244
35,203
36,220
37,430
38,472
39,390
40,674
41,1020
42,843
43,852
44,1524
45,1628
46,1156
47,1708
48,2626
49,2031
50,1632
