0,0,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1.3838965267367376e-87,0.01,256.0153846153846,512.0077519379845,1024.0038910505837,2048.0019493177388,4096.000975609756,8192.000488042948,16384.000244081035,32768.00012205541,65536.00006103143,131072.00003051665,262144.00001525856,524288.0000076293,1.0485760000038147e6,2.0971520000019073e6,4.194304000000954e6,8.388608000000477e6,1.677721600000024e7,3.355443200000012e7,6.710886400000006e7,1.3421772800000006e8,2.6843545600000006e8,5.36870912e8,1.073741824e9,2.147483648e9,4.294967296e9,8.589934592e9,1.7179869184e10,3.4359738368e10,6.8719476736e10,1.37438953472e11,2.74877906944e11,5.49755813888e11,1.099511627776e12,2.199023255552e12,4.398046511104e12,8.796093022208e12,1.7592186044416e13,3.5184372088832e13,7.0368744177664e13,1.40737488355328e14,2.81474976710656e14,5.62949953421312e14,1.125899906842624e15,2.251799813685248e15,4.503599627370497e15,9.007199254740994e15,1.8014398509481984e16,3.6028797018963976e16,7.205759403792794e16,1.4411518807585594e17,2.882303761517119e17,5.764607523034237e17,1.152921504606848e18,2.305843009213696e18,4.611686018427392e18,9.223372036854784e18,1.844674407370957e19,3.689348814741914e19,7.378697629483827e19
3.720075976020836e-44,0.02,256.01538461538433,512.007751937984,1024.003891050582,2048.001949317735,4096.000975609751,8192.000488042933,16384.00024408102,32768.00012205536,65536.00006103131,131072.0000305164,262144.00001525803,524288.0000076281,1.0485760000038114e6,2.0971520000019013e6,4.194304000000943e6,8.388608000000453e6,1.6777216000000186e7,3.355443200000003e7,6.7108863999999866e7,1.3421772799999967e8,2.6843545599999934e8,5.368709119999987e8,1.0737418239999971e9,2.1474836479999933e9,4.294967295999984e9,8.589934591999943e9,1.7179869183999691e10,3.4359738367997795e10,6.871947673598335e10,1.3743895347186874e11,2.748779069429546e11,5.4975581387964825e11,1.0995116277092104e12,2.199023255017741e12,4.398046506830028e12,8.796092988016456e12,1.759218577088413e13,3.518436990057808e13,7.036872667163665e13,1.4073734830718339e14,2.8147385632773794e14,5.629409904293381e14,1.1258282051900801e15,2.2512262735177958e15,4.499013642456761e15,8.970585979495516e15,1.7723859129506658e16,3.3777680344638816e16,5.61044746611498e16,5.856439624526146e16,1.87419058654807e16,6.5097844381606e14,3.67979859708e11,59388.,-3.9999999999999765,-2052.,388090.,182265.,1.961976e6
1.1143831578403364e-29,0.03,256.0153846153847,512.0077519379844,1024.0038910505834,2048.001949317737,4096.0009756097525,8192.00048804294,16384.000244081013,32768.000122055375,65536.00006103133,131072.00003051644,262144.0000152581,524288.0000076285,1.0485760000038124e6,2.0971520000019027e6,4.1943040000009425e6,8.388608000000456e6,1.67772160000002e7,3.355443200000002e7,6.710886399999988e7,1.3421772799999967e8,2.6843545599999923e8,5.3687091199999845e8,1.0737418239999971e9,2.1474836479999928e9,4.2949672959999905e9,8.589934591999964e9,1.7179869183999924e10,3.435973836799975e10,6.8719476735998764e10,1.374389534719917e11,2.7487790694393658e11,5.4975581388749805e11,1.0995116277719957e12,2.199023255519992e12,4.3980465108479775e12,8.796093020159956e12,1.7592186028031916e13,3.518437195775982e13,7.036874312908769e13,1.4073747996671983e14,2.814749096018022e14,5.629494165507464e14,1.1258956118863086e15,2.2517654542968995e15,4.503324760652027e15,9.005000589382435e15,1.7996817770609362e16,3.588842522693735e16,7.094331926757058e16,1.354704168528593e17,2.266781266732871e17,2.4209872764975782e17,8.145485762083635e16,3.09202194147942e15,2.07590734438e12,471036.,-3.9999999999999933,1.1206055963799716e18,5.603027981899735e17
1.9287498479639178e-22,0.04,256.01538461538456,512.0077519379846,1024.0038910505841,2048.0019493177383,4096.000975609755,8192.000488042948,16384.000244081042,32768.000122055404,65536.00006103147,131072.00003051665,262144.00001525856,524288.0000076292,1.0485760000038147e6,2.097152000001906e6,4.1943040000009565e6,8.388608000000475e6,1.677721600000023e7,3.355443200000013e7,6.710886400000009e7,1.3421772800000003e8,2.684354560000002e8,5.368709119999999e8,1.0737418239999993e9,2.1474836479999967e9,4.2949672959999886e9,8.589934591999943e9,1.7179869183999565e10,3.435973836799666e10,6.871947673597351e10,1.3743895347178894e11,2.748779069423141e11,5.497558138745161e11,1.0995116276681405e12,2.1990232546891382e12,4.398046504201147e12,8.796092966985243e12,1.7592185602634162e13,3.5184368554577746e13,7.036871590363638e13,1.407372621632904e14,2.814731671801743e14,5.6293547736358975e14,1.1257841043365755e15,2.2508735841781815e15,4.496195883309001e15,8.948163566587624e15,1.7548243646744412e16,3.2485318576939556e16,4.855925000448856e16,3.721674040279386e16,6.336096549467772e15,7.119896344294e13,4.397453308e9,231932.,4.8892065345126e14,2.44460326802938e14,2.44460326808569e14,2.44460326234104e14,2.44460314230775e14
4.248354255291589e-18,0.05,256.0153846153846,512.0077519379846,1024.003891050584,2048.001949317739,4096.000975609756,8192.000488042948,16384.000244081035,32768.00012205541,65536.00006103143,131072.00003051668,262144.0000152586,524288.0000076294,1.0485760000038147e6,2.0971520000019073e6,4.194304000000954e6,8.388608000000477e6,1.677721600000024e7,3.355443200000012e7,6.710886400000006e7,1.3421772800000003e8,2.68435456e8,5.36870912e8,1.073741824e9,2.147483648e9,4.294967296e9,8.589934592e9,1.7179869184e10,3.4359738368e10,6.8719476736e10,1.37438953472e11,2.74877906944e11,5.49755813888e11,1.099511627776e12,2.199023255552e12,4.398046511104e12,8.796093022208e12,1.7592186044416e13,3.5184372088832e13,7.0368744177664e13,1.40737488355328e14,2.81474976710656e14,5.62949953421312e14,1.125899906842624e15,2.251799813685248e15,4.503599627370496e15,9.007199254740992e15,1.801439850948198e16,3.6028797018963964e16,7.205759403792794e16,1.4411518807585587e17,2.882303761517119e17,5.76460752303424e17,1.152921504606848e18,2.305843009213696e18,4.611686018427392e18,9.223372036854784e18,1.844674407370957e19,3.689348814741914e19,7.378697629483827e19
3.338237795365022e-15,0.060000000000000005,256.01538461538485,512.0077519379852,1024.0038910505848,2048.0019493177433,4096.000975609766,8192.00048804297,16384.00024408109,32768.00012205556,65536.0000610317,131072.00003051723,262144.00001525984,524288.0000076322,1.0485760000038208e6,2.097152000001921e6,4.194304000000981e6,8.388608000000536e6,1.6777216000000365e7,3.355443200000047e7,6.710886400000095e7,1.3421772800000194e8,2.684354560000043e8,5.368709120000093e8,1.0737418240000174e9,2.1474836480000353e9,4.294967296000064e9,8.58993459200007e9,1.7179869183999668e10,3.435973836799562e10,6.871947673596127e10,1.3743895347168259e11,2.74877906941445e11,5.497558138675301e11,1.099511627612181e12,2.199023254241321e12,4.3980465006183223e12,8.796092938322081e12,1.7592185373327672e13,3.518436672012382e13,7.036870122800781e13,1.4073714475849014e14,2.814722279493589e14,5.6292796376038956e14,1.1257240032975575e15,2.250393024934647e15,4.4923593662273535e15,8.917724352914344e15,1.7312611247975316e16,3.082763592645811e16,4.028416932179499e16,2.1693236348000092e16,1.909294749761404e15,6.36587167526e12,7.3278054e8,5.04517531760124e14,2.5229907155353e14,2.52279005967353e14,2.52279005956088e14,2.52279008366583e14,2.52279008780278e14
3.904687043201515e-13,0.06999999999999999,256.0153846153845,512.0077519379842,1024.0038910505828,2048.001949317738,4096.000975609752,8192.000488042937,16384.00024408101,32768.00012205536,65536.00006103133,131072.0000305164,262144.00001525815,524288.0000076281,1.0485760000038121e6,2.0971520000019018e6,4.194304000000942e6,8.388608000000449e6,1.6777216000000183e7,3.3554431999999993e7,6.710886399999976e7,1.3421772799999943e8,2.684354559999988e8,5.36870912000207e8,1.073741824000632e9,2.1474836480014644e9,4.294967296003127e9,8.589934592006456e9,1.7179869184013107e10,3.4359738368026405e10,6.8719476736053e10,1.374389534721061e11,2.7487790694421234e11,5.497558138884248e11,1.0995116277768496e12,2.199023255553698e12,4.398046511107396e12,8.79609302221479e12,1.759218604442957e13,3.518437208885914e13,7.036874417771827e13,1.4073748835543647e14,2.814749767108729e14,5.629499534217455e14,1.1258999068434905e15,2.251799813686981e15,4.50359962737396e15,9.007199254747918e15,1.801439850949583e16,3.6028797018991656e16,7.20575940379833e16,1.4411518807596653e17,2.8823037615193306e17,5.76460752303866e17,1.1529215046077315e18,2.305843009215462e18,4.611686018430925e18,9.223372036861843e18,1.8446744073723683e19,3.689348814744735e19,7.378697629489467e19
1.3887943864964021e-11,0.08,256.0153846153846,512.007751937984,1024.003891050583,2048.0019493177374,4096.000975609752,8192.000488042937,16384.000244081013,32768.00012205534,65536.00006103133,131072.00003051638,262144.000015258,524288.0000076288,1.0485760000038133e6,2.0971520000019055e6,4.194304000000944e6,8.388608000000454e6,1.6777216000000194e7,3.3554431999999993e7,6.710886399999981e7,1.3421772799999952e8,2.684354559999988e8,5.3687091199999714e8,1.073741823999994e9,2.1474836479999866e9,4.2949672959999723e9,8.589934592158978e9,1.7179869184397343e10,3.435973836887295e10,6.871947673781512e10,1.3743895347562772e11,2.74877906950678e11,5.497558138961807e11,1.0995116277504008e12,2.1990232551645674e12,4.398046507638697e12,8.796092993753336e12,1.7592185815313713e13,3.518437025308322e13,7.036872948581372e13,1.4073737080885103e14,2.8147403631696194e14,5.629424302751305e14,1.1258397231879509e15,2.2513183957289278e15,4.499749929594136e15,8.976454256180707e15,1.7770109071395912e16,3.4126426630600436e16,5.832691014217992e16,6.661803115501626e16,2.604566418799782e16,1.290803158764028e15,1.462888495356e12,5.099044812902e13,1.617340435959961e16,8.099451613292025e15,8.099451613241336e15,8.099451613239287e15,8.099451619540982e15
2.233631436203166e-10,0.09,256.0153846153846,512.0077519379844,1024.0038910505837,2048.0019493177388,4096.000975609756,8192.000488042948,16384.000244081035,32768.000122055404,65536.00006103142,131072.00003051665,262144.00001525856,524288.0000076293,1.0485760000038147e6,2.097152000001908e6,4.194304000000954e6,8.388608000000479e6,1.6777216000000235e7,3.355443200000012e7,6.710886400000006e7,1.34217728e8,2.68435456e8,5.36870912e8,1.0737418239999995e9,2.147483648e9,4.294967295999997e9,8.589934591999996e9,1.7179869183999992e10,3.435973837567468e10,6.87194767551867e10,1.3743895352252502e11,2.7487790705592255e11,5.497558141227177e11,1.0995116282563079e12,2.199023256523488e12,4.398046513057849e12,8.79609302612657e12,1.759218605226401e13,3.51843721045389e13,7.036874420908866e13,1.407374884181882e14,2.8147497683638725e14,5.629499536727854e14,1.1258999073455818e15,2.2517998146911745e15,4.503599629382359e15,9.00719925876473e15,1.801439851752947e16,3.602879703505896e16,7.205759407011792e16,1.441151881402359e17,2.8823037628047174e17,5.764607525609435e17,1.152921505121887e18,2.305843010243774e18,4.611686020487548e18,9.223372040975096e18,1.844674408195019e19,3.689348816390038e19,7.378697632780077e19
