0,0,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1.662355367e-17372,0.00005,1.9931344,5.9931344,-1.9795418,1.9794725,5.9794725,-1.9385561,1.9384868,5.9384868,-1.815599,1.8155297,5.8155297,-1.4467276,1.4466583,5.4466583,-0.34011362,0.3400443,4.3400443
1.305408967e-2266,0.0003833333333,1.9473637,5.9473637,-1.8431538,1.8426224,5.8426224,-1.5289301,1.5283987,5.5283987,-0.58625889,0.58572748,4.5857275,2.2417547,-2.2422861,5.7577139,9.7577139,1.7577139,-1.7582453
1.036094432e-1212,0.0007166666667,1.9015929,5.9015929,-1.7067659,1.7057724,5.7057724,-1.1193041,1.1183106,5.1183106,0.6430812,-0.64407471,4.6430812,5.9302371,-2.0697629,2.0687694,6.0687694,-1.9312306,1.9302371
5.921277604e-828,0.00105,1.8558222,5.8558222,-1.5703779,1.5689223,5.5689223,-0.70967811,0.7082225,4.7082225,1.8724213,-1.8738769,5.8724213,9.6187195,1.6187195,-1.6201751,5.6187195,8.8576141,0.85761405
1.271638047e-628,0.001383333333,1.8100515,5.8100515,-1.4339899,1.4320722,5.4320722,-0.30005211,0.2981344,4.2981344,3.1017614,-3.1036791,4.8963209,8.8963209,0.89632091,-0.89823862,4.8963209,6.6908804,-1.3091196
1.061319946e-506,0.001716666667,1.7642808,5.7642808,-1.297602,1.2952222,5.2952222,0.10957389,-0.1119537,4.1095739,4.3311015,-3.6688985,3.6665187,7.6665187,-0.33348128,0.33110148,4.3311015,3.001936,-3.0043158
1.986398762e-424,0.00205,1.7185101,5.7185101,-1.161214,1.1583721,5.1583721,0.51919989,-0.52204179,4.5191999,5.5604416,-2.4395584,2.4367165,6.4367165,-1.5632835,1.5604416,5.5604416,-0.68700851,0.68416661
3.606435116e-365,0.002383333333,1.6727393,5.6727393,-1.024826,1.021522,5.021522,0.92882589,-0.93212989,4.9288259,6.7897817,-1.2102183,1.2069143,5.2069143,0.37264898,-0.37595298,4.372649,5.1212509,-2.8787491
1.879321373e-320,0.002716666667,1.6269686,5.6269686,-0.88843807,0.88467197,4.884672,1.3384519,-1.342218,5.3384519,8.0191218,0.019121752,-0.022887852,4.0191218,4.0611314,-3.9388686,3.9351025,7.9351025,-0.064897457
1.647150105e-285,0.00305,1.5811979,5.5811979,-0.75205011,0.74782191,4.7478219,1.7480779,-1.7523061,5.7480779,9.2484618,1.2484618,-1.25269,5.2484618,7.7496137,-0.25038627,0.24615807,4.2461581,3.2530694
1.880173337e-257,0.003383333333,1.5354272,5.5354272,-0.61566214,0.61097184,4.6109718,2.1577039,-2.1623942,5.8376058,9.8376058,1.8376058,-1.8422961,5.8376058,9.5175078,1.5175078,-1.5221981,5.5175078,8.5572136
1.990368569e-234,0.003716666667,1.4896565,5.4896565,-0.47927417,0.47412178,4.4741218,2.5673299,-2.5724823,5.4275177,9.4275177,1.4275177,-1.4326701,5.4275177,8.2877056,0.28770558,-0.29285797,4.2877056,4.8682691
3.416561035e-215,0.00405,1.4438857,5.4438857,-0.34288621,0.33727171,4.3372717,2.9769559,-2.9825704,5.0174296,9.0174296,1.0174296,-1.0230441,5.0174296,7.0579034,-0.94209661,0.93648212,4.9364821,1.1793247
6.963409654e-199,0.004383333333,1.398115,5.398115,-0.20649824,0.20042165,4.2004216,3.3865819,-3.3926585,4.6073415,8.6073415,0.60734154,-0.61341813,4.6073415,5.8281012,-2.1718988,2.1658222,6.1658222,-1.8341778
7.028502396e-185,0.004716666667,1.3523443,5.3523443,-0.070110272,0.063571584,4.0635716,3.7962079,-3.8027466,4.1972534,8.1972534,0.19725344,-0.20379213,4.1972534,4.598299,-3.401701,3.3951623,7.3951623,-0.60483769
1.005044717e-172,0.00505,1.3065736,5.3065736,0.066277695,-0.073278481,4.0662777,4.2058339,-3.7941661,3.7871653,7.7871653,-0.21283466,0.20583387,4.2058339,3.3684968,-3.3754976,4.6245024,8.6245024,0.6245024
4.489571223e-162,0.005383333333,1.2608029,5.2608029,0.20266566,-0.21012855,4.2026657,4.6154599,-3.3845401,3.3770772,7.3770772,-0.62292275,0.61545987,4.6154599,2.1386946,-2.1461575,5.8538425,9.8538425,1.8538425
1.148787146e-152,0.005716666667,1.2150321,5.2150321,0.33905363,-0.34697861,4.3390536,5.0250859,-2.9749141,2.9669892,6.9669892,-1.0330108,1.0250859,5.0250859,0.90889243,-0.91681742,4.9088924,6.7346023,-1.2653977
2.701321221e-144,0.00605,1.1692614,5.1692614,0.47544159,-0.48382868,4.4754416,5.4347119,-2.5652881,2.5569011,6.5569011,-1.4430989,1.4347119,5.4347119,-0.32090976,0.31252268,4.3125227,3.0456578,-3.0540449
